Time,Tank 1,Tank 2,Tank 3,Temp
180,577.1067505,206.0754852,35.96690369,20.49237251
181,577.5426636,207.1517639,36.91564178,20.49374199
182,576.0021362,208.475174,38.95560074,20.49100494
183,578.6279907,216.8664551,39.73706055,20.49374199
184,571.7623291,214.4709473,39.5510788,20.49374199
185,566.5122681,214.4901581,41.83054733,20.49100494
186,569.923584,220.2165833,40.80822754,20.49237251
187,568.7789917,219.4381561,43.15939331,20.49100494
188,562.5629883,218.2166901,42.25542068,20.49374199
189,564.9363403,219.8654633,43.16756058,20.49374199
190,559.5586548,222.4459686,43.83376694,20.49374199
191,562.8707886,224.9667511,44.3362999,20.49237251
192,557.7620239,228.6508636,46.29333496,20.49510956
193,553.2089233,221.8650055,45.85719681,20.49237251
194,551.0549927,225.6130219,45.67992783,20.49374199
195,550.4279175,225.445755,47.57168198,20.49374199
196,548.0373535,223.7334747,44.84712982,20.49510956
197,540.418457,223.9616852,47.16355896,20.49510956
198,546.9454346,229.6855316,46.53376389,20.49647713
199,544.6994019,238.3765259,48.80973816,20.49647713
200,540.7081909,231.1621857,52.37475586,20.49510956
201,545.6293335,234.2877808,48.49135208,20.48963737
202,538.369812,231.772049,50.56860733,20.49510956
203,541.2136841,237.4782257,49.38284302,20.49510956
204,535.8233032,243.9925079,52.32217789,20.49647713
205,534.4315186,237.3200073,53.81744766,20.49374199
206,532.3792114,239.3642426,54.21025467,20.49510956
207,525.8300781,243.1607513,54.97641754,20.49510956
208,527.1274414,235.6328888,53.48722839,20.49647713
209,523.4117432,240.560791,56.30222321,20.49921417
210,531.3205566,246.6653748,54.08831787,20.49647713
211,519.0044556,246.3881836,57.48815155,20.49647713
212,517.7515869,244.4880829,59.09346008,20.48963737
213,518.2936401,247.4112701,59.4092865,20.49647713
214,517.9541016,246.5183105,59.17414093,20.49100494
215,513.1868286,249.195816,65.21759033,20.49921417
216,510.9747925,247.5341492,60.78069305,20.49237251
217,509.9350891,252.870163,64.02454376,20.4978466
218,512.8005371,250.3934326,62.24888992,20.49237251
219,507.6073914,252.6662292,63.48731232,20.49237251
220,500.8592224,254.0167389,64.69195557,20.50058174
221,501.6827393,253.4774475,63.9094162,20.50058174
222,502.5973816,255.7510986,65.64634705,20.50058174
223,499.6622009,258.517395,66.08947754,20.4978466
224,496.5994568,255.775589,66.79914856,20.49921417
225,502.2568359,259.9245911,67.71650696,20.50058174
226,498.0408936,258.29245,68.0524292,20.49510956
227,493.3952332,256.5782776,68.09509277,20.4978466
228,490.2433777,260.4962158,69.41419983,20.4978466
229,489.2255859,262.6971741,70.37719727,20.50058174
230,483.9844055,258.9622498,71.43195343,20.50058174
231,490.0710754,264.5099487,73.79052734,20.49921417
232,481.6562805,268.7011414,76.49101257,20.50058174
233,486.1584473,264.1964111,74.73274994,20.49921417
234,484.992218,266.5999756,79.98176575,20.50195122
235,471.9088135,265.2116089,78.03868866,20.49921417
236,480.0890808,267.6586914,76.88045502,20.50058174
237,478.2735596,268.2309265,75.77731323,20.50195122
238,475.3447266,266.6452332,76.05568695,20.50195122
239,471.6654663,268.024231,79.43795776,20.50058174
240,470.6534119,270.9892578,77.81322479,20.50058174
241,470.5183716,269.9275513,78.7215271,20.50195122
242,472.6316834,275.4442444,82.13996887,20.50058174
243,478.1805725,277.0098267,81.32671356,20.50468636
244,468.7924194,273.3365173,84.57863617,20.50195122
245,465.8259277,273.153595,81.84183502,20.50058174
246,461.2752686,271.6872253,82.03909302,20.50331879
247,458.048645,273.5216675,85.26679993,20.50195122
248,458.4555359,275.065094,86.88497925,20.50331879
249,458.2271729,279.2324524,85.42407227,20.50331879
250,452.2016296,273.123291,86.33837128,20.50331879
251,455.2391968,278.0413818,87.1055603,20.5074234
252,450.4667358,280.0823669,90.18539429,20.5074234
253,454.1061096,277.1992493,88.77072144,20.50058174
254,451.6347656,280.9830933,90.06201172,20.50331879
255,447.0591431,278.7581787,87.85515594,20.50331879
256,447.3286743,281.2457886,89.94634247,20.50468636
257,443.3718872,280.4966431,90.06060028,20.50468636
258,442.5982056,280.1662292,91.07176209,20.50468636
259,440.7913208,282.063385,92.40045166,20.51016235
260,443.2004395,283.8883667,92.8917923,20.50468636
261,442.5795288,287.2094727,97.51347351,20.50331879
262,446.957428,289.2415771,95.82325745,20.50195122
263,437.5166626,289.2533875,98.48736572,20.5074234
264,435.2185974,286.2539063,99.82576752,20.5074234
265,433.3963623,287.3451843,100.9671707,20.5074234
266,438.0812378,289.1671448,100.0540314,20.51289749
267,434.2797546,288.1789246,101.9468765,20.50468636
268,429.7233887,287.7953491,102.2493134,20.50879288
269,430.2939453,290.1134949,103.8247681,20.51289749
270,427.2631836,292.4116211,103.1311951,20.50879288
271,421.87146,290.9290771,104.149704,20.50879288
272,422.8297424,290.2861633,103.4193039,20.51289749
273,423.7011108,292.2316284,104.6667252,20.51289749
274,419.9963379,291.8967285,104.8614426,20.51016235
275,419.4901733,292.3538818,106.6796799,20.51426506
276,415.0009766,291.2625427,107.8324585,20.51426506
277,411.6453857,291.8890076,109.9602966,20.51426506
278,417.6150818,293.4790344,109.4591217,20.50605583
279,413.0235901,292.5115356,108.9237137,20.51426506
280,413.2567139,295.6777039,109.6278076,20.51152802
281,412.9813843,295.781311,110.8271332,20.51152802
282,410.9296875,298.0273438,110.9817963,20.51152802
283,409.6676331,295.4777222,111.3984146,20.51289749
284,406.1938782,293.9678955,111.903656,20.51152802
285,405.914093,293.6792908,117.0830383,20.51563454
286,405.9804688,295.3765564,116.0524673,20.51289749
287,405.7080383,298.7091675,115.3476715,20.51563454
288,403.5037231,297.8250122,114.4039383,20.51563454
289,399.0414429,298.894165,114.8501968,20.51426506
290,398.2973938,297.4944458,117.0167389,20.51700211
291,398.1937256,298.4924927,117.6017761,20.51700211
292,395.7014465,300.5640259,117.7586365,20.51426506
293,396.8296814,300.7281189,117.6967468,20.51426506
294,396.2420959,303.7960815,119.6688004,20.51563454
295,390.9952087,298.1837463,121.5068283,20.51152802
296,391.1562195,300.4124756,121.3831253,20.51563454
297,387.1381226,300.3923035,122.7874146,20.51563454
298,387.5310974,299.6206055,126.5150223,20.51563454
299,390.6705322,305.1885681,125.4732895,20.51973915
300,384.2259521,300.6786804,122.4328384,20.51973915
301,385.8632202,301.2505188,121.7329865,20.51973915
302,378.4890137,296.7645874,122.0888672,20.51563454
303,385.9996643,306.021698,126.0459671,20.51973915
304,388.83078,310.1521606,125.7903366,20.51289749
305,375.1341553,295.5128174,124.3314667,20.51700211
306,383.790741,313.5270691,127.7860107,20.51973915
307,383.4183044,309.6873779,128.1187439,20.51700211
308,373.437561,303.8207703,131.4356689,20.51973915
309,376.9368896,307.3427734,129.7732086,20.51973915
310,379.8136902,312.3078308,137.5426941,20.51836967
311,379.4081116,312.3937988,132.8202667,20.52247429
312,372.0751953,305.2138977,134.2861633,20.51836967
313,365.1248169,299.2554016,131.6166687,20.51836967
314,367.4087219,306.4350586,133.7789459,20.51973915
315,370.8202515,309.3831177,138.0271606,20.51836967
316,367.3353577,306.7177124,136.0896454,20.51973915
317,367.3868408,309.2888184,137.6191254,20.51973915
318,364.9981689,308.4270325,136.2582397,20.51973915
319,365.8345337,309.5267029,137.2936554,20.51973915
320,363.53125,308.2481079,138.4354401,20.52110863
321,355.2375793,301.9321594,139.0968323,20.52247429
322,366.082428,315.3895264,137.8686371,20.52247429
323,352.0066528,301.1115417,138.8138886,20.51973915
324,359.8493652,313.8658752,140.7460175,20.51973915
325,361.7811584,314.215332,141.1703644,20.51973915
326,349.5493164,303.6477966,143.8583221,20.51973915
327,345.9700317,301.683136,142.2729797,20.52110863
328,352.5693665,309.532959,141.9851837,20.52110863
329,344.9875183,307.7575989,142.576889,20.52110863
330,345.2190247,304.3301392,145.0367432,20.52247429
331,347.5422058,308.3605042,144.1133118,20.52384377
332,351.4067993,314.5880127,144.9723969,20.52110863
333,338.5536804,303.1494751,145.4642181,20.52247429
334,343.7345886,310.6364136,147.8450623,20.52247429
335,337.3709412,303.6799927,149.4325867,20.52247429
336,342.4356079,315.6731262,148.3516235,20.52247429
337,346.0345764,316.2483826,150.0016785,20.52521133
338,341.808197,316.4401855,148.8961334,20.52247429
339,337.9520569,309.9954529,151.7096405,20.52110863
340,338.9031372,312.6122742,151.4848328,20.52110863
341,329.5001221,306.4272156,152.9988861,20.52384377
342,336.2391052,311.0244751,150.3268738,20.52247429
343,332.9684448,309.2176819,151.676239,20.52247429
344,339.5371094,316.9737854,152.7276459,20.52247429
345,330.9610291,310.0875549,154.357605,20.52247429
346,325.9669495,305.2447815,155.0554199,20.52658081
347,322.9190063,305.1912537,154.4799805,20.52658081
348,331.5218506,314.3976135,158.0200653,20.52110863
349,331.1733398,316.2793274,157.7331543,20.52384377
350,321.4777222,306.8047485,156.9286957,20.52247429
351,329.2219849,315.1550598,157.1780548,20.52247429
352,330.7809753,318.2342834,159.5612793,20.52384377
353,329.1429443,319.2137756,160.5273743,20.52658081
354,324.7362976,314.1136475,158.8487701,20.52384377
355,315.2063599,306.1478271,160.5383759,20.52794838
356,312.5653687,303.4981995,160.9999542,20.52247429
357,320.1303406,313.8782349,163.54776,20.52521133
358,324.3890991,318.0211792,161.6271973,20.52658081
359,320.4091797,318.7496643,161.762146,20.52794838
360,315.4837646,312.7558289,164.9279633,20.52521133
361,320.0871277,318.6357117,164.2038269,20.52521133
362,314.4716187,311.9012756,166.2250214,20.52384377
363,308.9941101,308.2697754,167.7447968,20.52521133
364,320.2617188,321.0046387,166.6790009,20.52521133
365,311.1356506,312.8945618,166.9651337,20.52794838
366,309.3843994,312.0961304,168.0130157,20.52521133
367,307.9350281,312.0576172,168.9890747,20.52384377
368,307.3039551,313.0019531,170.2207947,20.52110863
369,304.0753784,310.7723694,169.9888916,20.52521133
370,308.8029785,315.5155029,170.7374878,20.52384377
371,308.4572754,316.6558228,170.1615753,20.52658081
372,302.4358826,311.053894,173.9735107,20.52521133
373,300.5459595,311.2086487,171.8999634,20.52521133
374,302.7887573,314.4770203,171.4450378,20.52794838
375,300.4118958,313.5417175,173.0307007,20.52658081
376,297.9888611,311.9736328,176.5293274,20.52521133
377,291.4127502,306.7948914,174.9744873,20.52384377
378,295.7276306,310.5284424,173.8610535,20.52658081
379,294.6999817,310.4995422,177.7795105,20.52658081
380,294.7138672,311.9530334,178.6875458,20.52521133
381,294.1466064,312.2889404,178.2110901,20.52247429
382,288.8085022,310.269165,178.2257843,20.52794838
383,285.0045471,305.2727661,181.7915802,20.52521133
384,296.3871155,318.7802734,183.3820496,20.52658081
385,295.0606995,318.2251892,179.6445313,20.52658081
386,295.5834656,318.1385193,179.4471436,20.52794838
387,289.3060303,312.6974182,174.4514923,20.52794838
388,289.4171753,313.7835693,180.083847,20.52794838
389,291.9065247,318.6707764,182.9462738,20.52521133
390,284.3753662,310.5838623,182.9455872,20.52794838
391,284.6895752,312.0899963,181.0171661,20.52794838
392,283.0671692,312.4074402,184.292923,20.52794838
393,285.0100708,313.6741638,179.6923981,20.52658081
394,276.0927734,310.0267029,182.7639923,20.52931786
395,277.6121826,308.881134,185.7273102,20.5320549
396,273.1107483,305.9692383,185.4020233,20.52931786
397,277.4195557,314.4413147,185.9807281,20.52794838
398,275.2368469,309.7918701,185.4893188,20.53068542
399,281.0022583,316.852356,187.3044434,20.52658081
400,272.1828308,307.9603577,187.0076141,20.52794838
401,280.1817627,316.3525391,188.5051575,20.52794838
402,274.7352905,313.6626282,187.2782135,20.52658081
403,271.0657654,309.9449158,189.8101654,20.52658081
404,264.6582031,304.8873291,191.3526764,20.53068542
405,264.2493591,303.6565857,189.4375763,20.5320549
406,273.0498352,315.1164246,191.4862213,20.53342247
407,267.778656,308.6581116,191.1366577,20.53068542
408,261.204834,305.8086548,192.1941986,20.52658081
409,263.9677429,308.0294189,192.8477936,20.5320549
410,267.6011353,310.687439,192.3994904,20.5320549
411,266.7256165,311.1004944,192.7738647,20.52794838
412,259.0120544,303.6117859,193.1209717,20.5320549
413,265.0484619,311.4577332,196.8312531,20.52794838
414,258.6622009,306.3504334,195.6849518,20.52658081
415,262.3354187,309.8351135,196.2218628,20.52931786
416,259.0883484,306.9713745,194.7332459,20.52794838
417,260.8179932,309.1572571,196.0333862,20.5320549
418,253.3713074,302.8896179,197.2351685,20.52658081
419,259.9181213,311.2774658,198.7106323,20.52794838
420,260.2859497,310.6717834,197.7193604,20.52794838
421,257.4239502,308.4900513,196.3426819,20.53068542
422,256.0726624,309.4197083,198.9875488,20.52794838
423,253.5954895,305.7573853,199.0946045,20.52794838
424,250.0973663,302.8752441,198.6100464,20.52931786
425,255.8364105,310.5655823,199.4176025,20.52794838
426,258.2351074,311.0305176,201.5005188,20.52794838
427,251.7001495,308.3578491,202.1789246,20.53342247
428,252.7418823,309.1704407,201.2638855,20.52794838
429,253.8617401,310.1443787,206.9876251,20.52794838
430,242.3874512,301.4119568,203.2059326,20.52794838
431,251.4636078,310.1668701,203.7059937,20.5320549
432,253.2570496,311.4477844,202.2696533,20.53342247
433,249.6912079,309.4795837,204.9934082,20.52794838
434,246.0033417,305.9049988,204.4311066,20.52794838
435,243.2007904,305.4143677,203.7265167,20.53068542
436,247.8117981,305.5878906,203.8628082,20.52658081
437,244.1523132,307.0863342,206.539444,20.5320549
438,240.0396729,302.3087769,206.406662,20.52931786
439,240.3210144,303.1191101,206.6859741,20.53342247
440,242.8267059,306.8408813,206.5436554,20.5320549
441,243.5391541,307.855957,208.8221283,20.5320549
442,240.5570221,305.7314758,205.7210236,20.52794838
443,240.8612061,306.0010681,208.2730408,20.52794838
444,233.3027649,300.7693176,207.5252533,20.52658081
445,231.448761,298.1011353,210.3648376,20.5320549
446,235.1495819,304.0671997,209.2493286,20.52521133
447,234.9109039,303.2492065,209.2358398,20.53342247
448,234.2259064,303.359314,209.4447479,20.5320549
449,237.6863098,308.3036499,211.1822662,20.52931786
450,235.5267639,307.626709,212.2000732,20.52658081
451,233.7891235,303.4379578,208.5697021,20.52794838
452,228.9373932,303.0995483,208.7942505,20.53342247
453,227.4943085,302.2860107,212.3657379,20.53068542
454,226.5424805,303.1841125,212.9627686,20.5320549
455,229.7028198,301.6543579,213.6486664,20.5320549
456,230.7102509,304.6493835,214.5488129,20.52931786
457,221.9053497,295.9989319,210.227417,20.52794838
458,226.9859314,302.537323,213.6944427,20.52931786
459,220.7295837,300.3948975,215.8503876,20.52384377
460,221.6025848,302.3430481,216.2749634,20.52931786
461,224.5879364,302.7542114,218.5317535,20.52931786
462,221.3734741,298.7723999,217.5952454,20.53479195
463,217.6476898,294.2914429,216.6047058,20.53342247
464,219.835968,298.5575562,213.9690247,20.53068542
465,221.2503967,299.5662842,215.841629,20.52931786
466,226.1749115,301.1195068,216.692749,20.52931786
467,218.754364,299.1065674,219.0748291,20.53479195
468,219.8668518,296.5434265,216.9473114,20.53068542
469,218.0521545,298.4261169,219.8578644,20.5320549
470,221.6625977,300.5922241,219.6389008,20.52931786
471,215.9131012,298.4334717,218.5636292,20.52931786
472,215.7723694,298.0491333,220.5935364,20.52931786
473,214.7233887,296.1525879,220.5762939,20.52931786
474,213.5091858,297.6539001,221.9071503,20.53342247
475,214.1374817,298.8461609,221.1771851,20.5320549
476,212.6113434,296.9522095,217.9222565,20.53068542
477,211.0789642,295.9577637,220.115509,20.53068542
478,210.5903625,294.416687,220.8420563,20.52794838
479,211.4438934,296.3751221,220.5671844,20.52794838
480,208.8721771,295.9504395,222.9661713,20.52931786
481,209.4459991,295.9188232,221.9509888,20.53479195
482,207.9402924,295.7264404,222.7276459,20.53342247
483,207.7498474,293.7088623,221.9963379,20.52658081
484,206.4845123,293.88974,222.6325226,20.53342247
485,205.6424866,295.377655,224.7785645,20.52794838
486,203.1095276,290.08078,223.2232666,20.5320549
487,203.9690247,293.032074,223.3558807,20.5320549
488,203.9414978,294.4066772,226.4026184,20.52658081
489,205.0268707,294.7876282,226.3070068,20.53479195
490,205.7310333,296.3921509,229.1481781,20.5320549
491,201.3584595,293.5649414,227.1989594,20.52931786
492,201.7968903,293.1290894,225.0825806,20.53479195
493,200.0113678,291.9669495,226.6690369,20.52794838
494,200.1025085,291.9129334,227.5806427,20.53479195
495,199.4290771,292.2292175,226.6156311,20.53479195
496,202.0482636,289.390564,226.834198,20.53068542
497,198.7841187,290.606781,229.0517578,20.52794838
498,197.6385498,291.4673462,229.0855865,20.5320549
499,196.7758636,289.8823547,227.6862183,20.52794838
500,200.0623016,291.1326294,230.5140686,20.53342247
501,195.6186218,289.8326721,228.0443878,20.53342247
502,199.0456085,288.6549988,230.5299225,20.52794838
503,195.7682953,290.1394653,230.2805634,20.53342247
504,193.9963074,288.8476563,233.767334,20.53068542
505,192.4952545,287.2464905,229.4693756,20.53342247
506,192.7496033,286.8864746,231.1378479,20.53342247
507,192.2516022,284.6338806,230.5039368,20.52931786
508,189.6669312,287.7039795,231.1999054,20.53752708
509,190.3336945,287.7112427,233.087616,20.53615952
510,194.0237427,288.9890442,230.9620056,20.5320549
511,189.4244843,286.4927673,233.7256012,20.53752708
512,188.7487335,285.1108704,232.9980774,20.53615952
513,187.9419708,284.9540405,231.1741943,20.53615952
514,186.9663544,286.5943298,233.5931244,20.53342247
515,186.2733612,285.6738586,232.2074127,20.53479195
516,185.840271,285.1885376,232.8953857,20.53615952
517,189.3731995,285.5588379,236.9117889,20.53342247
518,185.6680908,284.1592712,232.640274,20.53615952
519,183.4122162,285.0411072,235.9928131,20.53342247
520,184.847641,284.6773987,237.2498779,20.53479195
521,185.0213623,283.993042,237.6351013,20.53342247
522,181.7723999,282.0684509,235.1508331,20.53342247
523,182.1507568,282.3051453,235.3857422,20.53752708
524,176.1664276,280.9162903,234.8495483,20.5320549
525,182.4089203,281.690979,236.9398346,20.53752708
526,179.3272247,280.619751,236.2144012,20.53615952
527,179.4486389,280.2653809,235.6328125,20.5320549
528,178.8486023,280.2396545,236.1109924,20.53342247
529,180.8973541,280.6032104,237.4826965,20.53342247
530,177.4671021,279.425293,236.441452,20.53479195
531,177.7259064,280.9665527,237.7860107,20.53479195
532,176.3075562,280.6045227,237.5137787,20.53479195
533,172.7042389,278.8813477,236.9676514,20.53342247
534,175.8394318,278.3991394,237.1643677,20.53342247
535,174.4615326,277.6022034,237.1488342,20.53752708
536,173.727478,277.6298523,238.3903656,20.53342247
537,173.4714508,277.118988,237.3486938,20.53752708
538,172.8543243,276.9129028,237.2414093,20.53342247
539,171.7741852,276.9179688,237.8964081,20.53342247
540,169.1629639,274.9704895,238.3121948,20.53342247
541,171.3934479,276.603302,238.9534912,20.53752708
542,169.8005219,274.0647278,237.9157562,20.52931786
543,170.1640472,276.3496094,238.2478943,20.53615952
544,169.228241,271.320343,237.3781738,20.53889656
545,168.4056702,275.2939148,238.6990814,20.53479195
546,170.570755,273.8599854,239.9733734,20.5320549
547,163.6073608,272.9345093,240.169342,20.53479195
548,167.0846252,273.2638245,239.8191986,20.53889656
549,167.8644257,274.0243225,240.5462189,20.53342247
550,163.4464874,271.3953552,239.5508423,20.53889656
551,165.2702942,272.3536682,240.5000458,20.53479195
552,164.8050537,273.4307861,242.2973328,20.53479195
