Time,Tank 1,Tank 2,Tank 3
0,59.85554886,59.45758438,61.09448624
2,59.8380394,59.47009659,61.06051254
4,59.85314178,59.46861267,61.02617264
6,59.84486771,59.48674393,60.99909592
8,59.83892822,59.54495621,60.98236465
10,59.83789825,63.72285461,60.94205093
12,59.82157135,253.418869,60.90813065
14,59.82520676,250.545517,60.89228439
16,59.87939072,195.7757416,60.87081528
18,60.21338272,243.1699219,60.87470627
20,60.3517189,238.7525024,60.87748337
22,61.14221573,293.1777649,60.81046295
24,61.66255951,473.5296326,60.76483536
26,63.0514946,576.2241211,60.7465477
28,64.66162872,660.7827148,60.72277451
30,67.44917297,750.1341553,60.74147797
32,70.28599548,1089.261475,60.70100021
34,72.11013031,1266.969849,60.67912674
36,76.04833984,1284.263794,60.69608688
38,82.42592621,1369.666016,60.71010971
40,89.25885773,1378.395508,60.7677002
42,103.6650696,1340.637573,60.83381653
44,98.34368134,1898.620117,60.9172554
46,101.1220551,1814.830078,61.1188736
48,118.786026,2245.279785,61.01997375
50,141.6045532,2206.496582,61.07994461
52,147.4620056,2130.408447,61.87598801
54,157.1357269,2460.097412,62.42472076
56,156.7149506,2586.685547,62.58264542
58,169.5306854,2249.881348,62.88562393
60,185.55513,2481.003418,63.58264923
62,216.9306946,2479.47583,65.06764984
64,229.9147644,2842.677734,65.61737061
66,243.6175842,2659.22583,65.83026123
68,255.957901,2769.335449,67.0853653
70,304.8294983,3056.621338,68.14208221
72,299.7166748,3066.459229,69.55126953
74,336.3417969,3095.621582,72.24207306
76,349.6692505,3066.496826,71.72959137
78,358.3022461,3265.444092,74.35632324
80,420.0250549,3561.489014,74.09851837
82,433.4302673,3438.78418,79.12613678
84,448.6027832,3576.074463,80.14400482
86,464.4768372,3727.087402,80.58498383
88,490.8202209,3759.106689,84.62940979
90,510.368988,3608.066162,83.77729797
92,548.3288574,3808.353271,91.86845398
94,566.8588867,4028.119629,97.02045441
96,606.2947998,4263.594727,94.89857483
98,623.8342896,4278.725098,99.62201691
100,663.9933472,4157.163574,106.2928085
102,686.0653076,4512.13623,104.8602676
104,731.2857056,4290.356934,107.8355331
106,735.5289307,4612.263672,112.2249451
108,775.133728,4623.477539,114.1260986
110,828.277832,4552.485352,125.8350754
112,828.2103882,4777.258789,127.7352066
114,855.2686157,4781.314941,137.6337433
116,908.2166138,4803.130859,143.1061859
118,922.852356,5073.597656,152.7695923
120,971.1452026,5092.25,152.9123688
122,980.057373,5162.713867,152.2086334
124,1050.03894,5152.259766,163.8132935
126,1060.848022,5228.049316,164.7406006
128,1106.288818,5377.744629,177.8568878
130,1166.111206,5470.246094,186.1444855
132,1188.262695,5592.555664,183.4362488
134,1227.007324,5452.503418,206.8540039
136,1264.700073,5683.462402,205.7038574
138,1305.053223,5733.152344,215.2433014
140,1333.783081,5704.396973,224.815155
142,1350.060669,5777.952148,234.8708191
144,1358.399414,5858.384277,246.0037231
146,1439.926147,5819.592285,249.6998444
148,1486.328247,6010.995117,254.9364777
150,1502.939209,6059.603027,274.7742004
152,1564.61377,6058.103516,293.7274475
154,1606.478149,6110.005371,288.0574341
156,1638.949463,6223.296875,285.9173889
158,1652.898315,6185.912598,319.1005859
160,1683.586182,6354.015625,322.5433655
162,1726.68335,6451.765625,319.1635132
164,1800.070313,6417.611816,338.7449646
166,1805.602173,6468.277344,368.9391479
168,1891.439453,6432.452637,354.4846191
170,1865.445801,6608.866699,370.3297729
172,1942.549194,6621.407715,378.0379944
