Time,Tank 1,Tank 2,Tank 3
252,9110.890625,2641.730713,6126.949219
253,9114.054688,2648.264648,6091.141113
254,9056.902344,2613.123779,6053.546875
255,9080.878906,2569.332031,6008.001953
256,9051.99707,2575.755371,5989.717773
257,9014.585938,2531.507324,5973.316406
258,9052.474609,2525.903564,5948.871582
259,8997.831055,2491.224609,5934.627441
260,9093.525391,2483.29126,5942.943359
261,9069.551758,2468.055664,5954.473633
262,9066.537109,2452.40918,5973.349609
263,9010.548828,2437.84375,5979.353027
264,9029.089844,2430.350586,5994.35498
265,8994.560547,2432.310791,6001.989258
266,8940.000977,2398.215332,5999.717285
267,8907.666016,2377.957764,5952.353516
268,8924.271484,2364.376709,5882.927734
269,8866.035156,2349.915771,5840.445801
270,8856.62793,2342.984131,5802.647949
271,8894.210938,2333.557373,5765.257813
272,8856.770508,2311.568115,5748.029297
273,8853.712891,2291.570801,5714.80127
274,8885.790039,2292.034668,5677.937988
275,8858.694336,2300.815674,5647.686035
276,8829.771484,2300.457031,5634.059082
277,8876.097656,2300.126953,5603.86084
278,8800.704102,2301.300781,5575.302246
279,8801.162109,2271.898682,5539.537598
280,8762.485352,2258.244873,5505.359863
281,8765.15625,2262.106445,5464.212402
282,8795.179688,2240.549561,5445.465332
283,8761.171875,2244.761719,5404.893066
284,8687.923828,2237.872559,5378.094238
285,8731.121094,2209.130371,5358.024414
286,8715.836914,2197.320801,5347.097656
287,8705.012695,2172.686523,5322.504395
288,8677.208008,2161.626465,5338.738281
289,8672.665039,2155.298828,5341.768555
290,8628.104492,2147.483154,5337.238281
291,8647.601563,2139.192627,5347.199219
292,8583.604492,2125.079834,5350.905273
293,8568.008789,2120.599854,5369.926758
294,8582.34668,2100.915283,5380.458008
295,8538.27832,2087.714111,5391.470215
296,8487.167969,2080.096924,5396.837402
297,8501.015625,2087.527588,5413.538574
298,8510.464844,2089.085693,5417.110352
299,8521.129883,2071.951904,5403.865723
300,8536.080078,2058.097168,5395.085938
301,8519.880859,2050.099609,5375.305664
302,8536.313477,2037.353027,5393.408203
303,8442.59375,2022.355713,5385.29248
304,8455.860352,1991.818726,5356.335938
305,8460.466797,1973.668823,5286.961914
306,8437.733398,1971.269287,5196.15625
307,8452.407227,1988.042969,5143.884766
308,8495.138672,1974.760132,5102.905762
309,8471.34375,1932.980469,5076.248047
310,8462.239258,1922.137207,5053.311035
311,8352.959961,1912.674438,5034.993652
312,8323.816406,1908.271729,5018.171387
313,8389.370117,1889.232666,5014.058105
314,8356.722656,1883.189087,5008.007813
315,8292.230469,1864.244629,5003.303711
316,8330.12793,1870.888672,4989.586914
317,8282.506836,1868.667114,4984.769043
318,8240.416016,1852.356201,4982.29248
319,8308.78125,1852.499146,4977.873047
320,8245.580078,1852.566406,4978.674805
321,8173.294434,1829.624268,4971.848633
322,8177.129883,1829.605347,4971.603027
323,8095.612793,1829.861694,4973.999512
324,8176.808594,1820.424072,4964.925781
325,8182.990234,1808.938965,4954.051758
326,8178.938965,1819.924072,4950.860352
327,8182.385742,1801.018677,4958.476074
328,8122.220703,1767.015625,4951.924316
329,8094.728516,1765.77832,4931.157227
330,8148.708984,1784.032471,4904.901367
331,8059.328613,1788.164917,4900.808594
332,8107.762207,1782.356812,4890.727539
333,8063.992188,1759.514648,4880.288086
334,8011.043945,1720.332031,4859.063965
335,8042.400391,1708.586792,4848.691406
336,7977.642578,1712.167236,4851.55957
337,7960.668945,1710.754639,4835.278809
338,7984.211426,1698.148071,4834.77002
339,7926.605469,1689.705566,4835.945313
340,7942.254395,1691.073608,4815.286133
341,7940.615723,1696.72583,4804.111328
342,7939.365723,1676.580933,4778.207031
343,7921.117188,1663.841309,4753.026855
344,7910.420898,1651.723755,4730.455078
345,7909.347656,1630.496338,4720.888672
346,7854.289551,1618.095459,4720.351563
347,7881.346191,1620.821533,4743.608887
348,7853.548828,1615.926514,4743.842285
349,7857.732422,1603.092285,4714.444824
350,7856.368652,1605.199951,4685.42334
351,7813.375,1610.465332,4669.563477
352,7790.490234,1614.300537,4646.363281
353,7819.001953,1583.462769,4620.743164
354,7806.79541,1565.74585,4597.474121
355,7805.081055,1559.108887,4582.799316
356,7775.396484,1551.842896,4547.802246
357,7781.589355,1553.0448,4522.035645
358,7747.65332,1547.70166,4488.256836
359,7729.903809,1526.548218,4454.200684
360,7745.69873,1529.522583,4423.930664
361,7725.238281,1507.620728,4406.105957
362,7671.067871,1497.298096,4412.538574
363,7678.285156,1489.600586,4389.268555
364,7664.450195,1490.711426,4375.004395
365,7629.57666,1502.165649,4352.649902
366,7620.130859,1493.094238,4334.078613
367,7629.272949,1481.066528,4321.884766
368,7611.318848,1478.725342,4327.456055
369,7569.272949,1477.036133,4329.941406
370,7502.401855,1465.68689,4334.757324
371,7431.288086,1460.616821,4343.35498
372,7358.89502,1459.309204,4350.163086
373,7420.112305,1438.033813,4356.047852
374,7500.766113,1441.100708,4353.286621
375,7547.422363,1431.103394,4337.334961
376,7502.469238,1410.331543,4307.824707
377,7524.347656,1394.837158,4282.710938
378,7465.29248,1391.779175,4253.395508
379,7444.231934,1381.251465,4234.318848
380,7367.179199,1370.892578,4211.657227
381,7402.987793,1366.085938,4195.555664
382,7375.869629,1364.408813,4170.710449
383,7374.434082,1367.977539,4151.245117
384,7334.705566,1361.083252,4140.39502
385,7304.537109,1352.363403,4119.818848
386,7261.754883,1346.264648,4111.031738
387,7227.571777,1328.153198,4107.147949
388,7253.410645,1324.371826,4092.069824
389,7266.277344,1315.567139,4090.531738
390,7247.070313,1312.674805,4076.246582
391,7188.572266,1308.4198,4064.059814
392,7182.892578,1306.044067,4037.841064
393,7143.161621,1305.867554,4023.533936
394,7131.088379,1293.480957,3999.661377
395,7146.865723,1286.454956,3973.144043
396,7136.185547,1283.071167,3939.811035
397,7118.648926,1284.030518,3936.445068
398,7120.437988,1283.162476,3917.737793
399,7100.357422,1275.502563,3898.377197
400,7053.799316,1258.846924,3891.351074
401,7041.023438,1257.560425,3894.630127
402,7010.685547,1257.754761,3890.70166
403,7072.895996,1250.209473,3893.167236
404,7054.179688,1245.740356,3908.52417
405,7024.868164,1230.895996,3921.733154
406,7024.675781,1228.432007,3925.769043
407,7049.82373,1239.976318,3918.437256
408,7069.408203,1235.201172,3893.641846
409,7035.987793,1229.570068,3854.84082
410,6990.324707,1211.163208,3840.814941
411,6984.61377,1189.031494,3823.23291
412,6977.641113,1181.167114,3811.977051
413,7012.772461,1169.336182,3813.826416
414,6976.630859,1170.030762,3808.658936
415,6956.893066,1174.769897,3804.186523
416,6900.487305,1163.140625,3796.255859
417,6892.620117,1160.235474,3787.952393
418,6878.594727,1168.438232,3776.058105
419,6898.422363,1147.227905,3755.1604
420,6870.417969,1136.853149,3759.946533
421,6864.489746,1130.660522,3749.931396
422,6856.798828,1120.515991,3740.475586
423,6860.082031,1116.630615,3719.915283
424,6832.700684,1112.999512,3711.40918
425,6810.662598,1104.326782,3713.496826
426,6793.560547,1092.622559,3693.268311
427,6746.447266,1091.851318,3700.845703
428,6693.647949,1095.904541,3688.584961
429,6677.05127,1096.32019,3673.068359
430,6714.891602,1096.565918,3664.403564
431,6685.881348,1089.652466,3646.051514
432,6687.04541,1082.693359,3629.843506
433,6673.320801,1090.913818,3619.835693
434,6625.565918,1085.059326,3612.480469
435,6552.487305,1057.648926,3625.541504
436,6536.184082,1051.70459,3634.266602
437,6562.401855,1052.566528,3652.919678
438,6577.089844,1048.884644,3660.902588
439,6563.292969,1047.77002,3653.302979
440,6524.84082,1043.293945,3624.001709
441,6525.591309,1040.41687,3590.526367
442,6499.877441,1034.125,3575.364746
443,6486.228516,1029.943726,3564.947266
444,6475.255371,1028.171875,3550.041016
445,6456.725098,1006.429626,3523.20752
446,6459.774414,1011.159851,3493.930908
447,6471.625977,998.7678833,3456.124268
448,6459.629883,998.0636597,3429.594971
449,6466.709961,1000.107117,3417.779541
450,6438.07959,991.1265869,3386.689453
451,6394.159668,982.7537231,3363.924561
452,6396.884277,976.7119141,3334.716309
453,6402.283691,974.0658569,3321.637939
454,6411.330078,963.5389404,3303.501953
455,6383.364258,947.2797852,3296.201904
456,6366.01416,953.5054321,3289.346436
457,6367.436035,952.291687,3279.935059
458,6334.812012,942.1612549,3270.797852
459,6309.121582,935.038269,3258.556152
460,6302.552734,936.6934204,3240.810303
461,6309.047363,936.713623,3240.217041
462,6292.449219,936.5101318,3234.386719
463,6317.165527,934.8581543,3231.919922
464,6259.450195,937.496521,3222.380127
465,6215.230469,932.0210571,3227.776123
466,6206.126465,927.4138184,3222.550781
467,6206.143066,926.0406494,3215.706055
468,6175.37793,916.8762817,3211.027588
469,6179.308594,910.423584,3209.210938
470,6162.592285,904.4967041,3203.12207
471,6146.020996,901.8065796,3211.773438
472,6148.592773,896.2283325,3207.866211
473,6160.876953,895.3323364,3200.876709
474,6142.472656,893.5807495,3172.795654
475,6129.24707,889.7262573,3147.313232
476,6090.705566,874.6365967,3121.201416
477,6072.780273,863.6582031,3112.006104
478,6052.914551,845.7868042,3094.533203
479,6065.306641,847.2703247,3076.606201
480,6027.561035,843.3822632,3058.908691
481,6009.707031,840.4193115,3036.343262
482,5989.541504,836.0343018,3016.30957
483,5995.783691,836.1940308,3011.788574
484,5982.417969,836.7929688,3012.74585
485,5955.863281,833.7381592,3029.418213
486,5929.446777,824.9230347,3046.359863
487,5938.994141,820.1323242,3049.358887
488,5923.075195,817.0182495,3053.877686
489,5922.651855,817.6860352,3026.744873
490,5910.320801,815.795166,2993.299561
491,5886.791992,817.1790771,2973.137207
492,5841.760254,802.958252,2949.911621
493,5855.291992,803.4439697,2938.165283
494,5868.046387,806.3555298,2922.508545
495,5862.280762,790.5346069,2917.552246
496,5844.76416,783.553894,2910.82959
497,5829.621582,785.2313843,2908.335693
498,5819.88916,786.2980957,2902.636719
499,5797.925781,772.1480713,2896.397705
500,5783.884766,771.9291992,2888.786133
501,5751.498535,772.7017822,2891.387695
502,5751.603027,777.9824219,2883.120605
503,5735.67041,782.1182861,2883.238281
504,5726.614746,786.4938965,2875.14502
505,5707.665039,773.6633301,2865.408691
506,5701.287598,767.9968262,2846.956299
507,5687.506836,761.1312866,2822.155762
508,5660.509277,761.4957275,2792.514648
509,5667.17334,738.9512939,2772.458496
510,5653.570801,731.3703613,2755.512207
511,5641.032227,742.7759399,2749.604492
512,5632.885742,746.9268799,2744.050537
513,5639.38623,742.4255981,2751.408203
514,5609.692871,738.6137695,2777.614746
515,5577.222168,729.0679321,2791.724854
516,5557.05957,715.6506348,2797.187988
517,5533.821777,712.8735352,2790.045654
518,5495.594727,713.2612915,2768.497803
519,5496.378906,709.1473389,2755.724365
520,5521.090332,705.7573853,2737.490479
521,5523.311523,704.0323486,2720.622314
522,5525.384277,695.50354,2704.915771
523,5515.884766,693.2133179,2678.283203
524,5479.226074,693.4906006,2649.141113
525,5450.553711,683.6264038,2608.244141
526,5431.541992,679.7944946,2566.286865
527,5407.869141,692.7063599,2547.015625
528,5405.147949,680.4505005,2527.909668
529,5378.748535,673.3424683,2515.692139
530,5356.104492,668.5411377,2505.527344
